"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
14260,"Boise City, ID (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17585595,19727611,20697447,20832071,20190302,20774150,21902063,23121732,24240997,25832678,27467646,28746083,30769845,33251293,35945837,39787661,46296396,49583255,52521814
14260,"Boise City, ID (Metropolitan Statistical Area)",2,Population (persons) 1,546980,570583,590330,603218,611341,617877,627689,637450,649243,662666,674695,691403,709720,728899,749205,770223,797026,811355,824657
14260,"Boise City, ID (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32150,34574,35061,34535,33026,33622,34893,36272,37337,38983,40711,41576,43355,45619,47979,51657,58086,61112,63689
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),212751933,230095948,242837680,252918720,250696876,263768646,277073397,287269558,289338446,303557723,324860055,338199582,356543141,376271938,395073548,417810067,455035804,470325558,496247856
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2,Population (persons) 1,4418046,4427356,4447838,4483141,4527220,4567967,4617879,4671266,4724110,4774663,4812849,4850147,4889423,4912584,4932659,4933650,4906460,4903026,4919179
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,48155,51971,54597,56416,55375,57743,60000,61497,61247,63577,67498,69730,72921,76593,80093,84686,92742,95926,100880
14500,"Boulder, CO (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),12859256,13804847,14494686,15214729,13808407,14861552,15739217,16629822,17381687,18682169,20257478,20790581,22267272,23504502,25888134,27124746,30195565,31245919,32762309
14500,"Boulder, CO (Metropolitan Statistical Area) *",2,Population (persons) 1,280241,284243,287428,290859,293190,295148,300507,305549,310739,314095,320348,324071,325698,328486,329438,330938,327084,327339,326831
14500,"Boulder, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,45886,48567,50429,52310,47097,50353,52376,54426,55937,59479,63236,64154,68368,71554,78583,81963,92317,95454,100242
14540,"Bowling Green, KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3921993,4107464,4321311,4588513,4494429,4761857,4998155,5164640,5278346,5534975,5823659,5969875,6205745,6349503,6688369,7271813,8070786,8347066,8880727
14540,"Bowling Green, KY (Metropolitan Statistical Area)",2,Population (persons) 1,145918,149324,151710,154513,156978,159332,160924,162326,164473,166389,169211,171748,174584,176350,178350,180070,182603,185996,188840
14540,"Bowling Green, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26878,27507,28484,29697,28631,29886,31059,31816,32092,33265,34417,34760,35546,36005,37501,40383,44199,44878,47028
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9050679,9492531,9934701,10506212,10346027,10622561,10942562,11323302,11284209,11908967,12465030,13091767,13799592,14671540,15859880,17193997,18356859,18999383,20502625
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2,Population (persons) 1,239806,245054,244105,246912,248800,251766,254703,255048,253454,254765,260945,265179,268678,271906,274904,275823,276589,277813,277658
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37742,38736,40698,42550,41584,42192,42962,44397,44522,46745,47769,49370,51361,53958,57692,62337,66369,68389,73841
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),66038195,72843264,80559629,89447911,89204697,94335493,95763724,95456676,89816686,94765954,96431968,98903423,102056991,108026996,108794715,108247676,117244975,125255925,133971402
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",2,Population (persons) 1,897653,896254,897498,903824,910421,919717,929832,938418,944702,950424,952611,953776,954174,956966,957231,953891,961771,961923,963780
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,73568,81275,89760,98966,97982,102570,102990,101721,95074,99709,101229,103697,106958,112885,113656,113480,121905,130214,139006
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7049699,7528719,8036544,8638749,8984042,9622957,10100398,10294980,10528940,10907188,11163559,11467671,11628649,12117617,12677607,14144560,16104524,15693668,16438294
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2,Population (persons) 1,373429,380169,386306,393000,400303,407529,412722,415018,416102,417355,417403,418918,419214,418839,419726,421480,422636,424911,426710
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,18878,19804,20804,21982,22443,23613,24473,24806,25304,26134,26745,27375,27739,28931,30204,33559,38105,36934,38523
15260,"Brunswick, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3277626,3545787,3660789,3631752,3481286,3599446,3757057,3802997,3852302,4026761,4278756,4375005,4609949,4894375,5011355,5524980,6069662,6291960,6685253
15260,"Brunswick, GA (Metropolitan Statistical Area)",2,Population (persons) 1,101532,104715,107334,109579,111343,112383,112188,112018,111967,112231,112859,113149,113652,113671,113482,113511,113959,114538,116074
15260,"Brunswick, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32282,33861,34107,33143,31266,32028,33489,33950,34406,35879,37912,38666,40562,43057,44160,48674,53262,54933,57595
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),36253746,38005361,39941176,41790779,42221657,43640114,45404827,46748183,47180146,48310092,50313813,51288577,53863781,55270064,57636010,63194273,66214718,66639665,70614880
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2,Population (persons) 1,1148563,1141712,1137678,1136364,1135377,1136629,1140612,1143708,1148118,1152233,1154207,1155507,1159239,1163181,1165306,1164468,1164631,1158890,1155604
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31564,33288,35108,36776,37187,38394,39807,40874,41093,41927,43592,44386,46465,47516,49460,54269,56855,57503,61106
15500,"Burlington, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4027474,4376096,4671246,4871361,4754710,4845905,5058491,5219274,5286774,5514086,5701062,5927766,6204277,6562167,6985500,7587764,8428606,8713962,9209908
15500,"Burlington, NC (Metropolitan Statistical Area)",2,Population (persons) 1,139311,141462,144712,147704,149954,151448,152771,153405,154362,155639,157351,160652,163668,166904,169609,171960,173968,176618,179165
15500,"Burlington, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28910,30935,32280,32981,31708,31997,33112,34023,34249,35429,36231,36898,37908,39317,41186,44125,48449,49338,51405
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7654992,8127892,8572251,9140576,9044380,9296377,10010073,10329236,10552623,10990317,11336618,11606747,11979491,12411362,13071571,13843137,14671282,15580226,16396502
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",2,Population (persons) 1,206637,207426,208232,209332,210435,211653,213843,215068,216420,217754,219728,220519,222426,223810,224594,225717,227196,227566,227942
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37046,39185,41167,43665,42979,43923,46810,48028,48760,50471,51594,52634,53858,55455,58201,61330,64575,68465,71933
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3641646,3904482,4193998,4498772,4683933,4967118,5273037,5356441,5366153,5526188,5780643,5936011,6074389,6320851,6609253,7057844,7452168,7632735,8110309
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",2,Population (persons) 1,96871,98849,100599,101921,103273,105755,107501,108688,109054,109697,110720,111444,112114,112364,113109,113999,114650,114783,115281
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37593,39499,41690,44140,45355,46968,49051,49283,49206,50377,52210,53265,54180,56253,58433,61911,64999,66497,70353
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12266960,12762398,13397229,13858693,13376170,13792905,14692386,15232320,15410793,15966113,16483778,16429765,17010289,17545649,18106162,19445430,21179756,21474259,22589911
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",2,Population (persons) 1,405168,405343,405939,406140,405127,404319,403903,404472,404877,405652,404874,403977,402690,402232,401841,401224,400492,399471,399474
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30276,31485,33003,34123,33017,34114,36376,37660,38063,39359,40713,40670,42242,43621,45058,48465,52884,53757,56549
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),20736680,23879781,24546605,25105243,24394442,24495250,26354773,26937586,27361388,29875071,32065038,34451376,36717764,38954271,41449118,44892746,48461488,50584954,54979729
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2,Population (persons) 1,555029,582678,604716,610984,612297,619834,627959,638613,651766,666687,686627,707252,722381,733759,748275,765547,790888,822391,834573
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37361,40983,40592,41090,39841,39519,41969,42181,41980,44811,46699,48712,50829,53089,55393,58641,61275,61510,65878
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2704519,2848749,3042173,3128190,3114999,3202205,3341791,3544507,3580422,3624455,3766353,3848689,3933938,4094990,4133891,4467911,4719974,4946782,5286520
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",2,Population (persons) 1,93173,94167,94616,95031,95634,96467,97046,97323,97338,97603,97567,97413,97151,97313,97232,97552,97743,98303,98223
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29027,30252,32153,32918,32572,33195,34435,36420,36783,37135,38603,39509,40493,42081,42516,45800,48290,50322,53822
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3678508,3833593,3979573,4203942,4367239,4646880,4792421,4852858,4895979,4962730,5154453,5180052,5299601,5460546,5607974,6036526,6475833,6532762,6866210
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",2,Population (persons) 1,136697,137483,137511,137950,138497,139356,139700,138235,139405,138782,138332,137357,135866,134929,133845,133323,132959,132412,132173
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26910,27884,28940,30474,31533,33345,34305,35106,35121,35759,37261,37712,39006,40470,41899,45277,48705,49337,51949
16180,"Carson City, NV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),1367137,1674470,1601776,1641687,2273614,2449154,2350263,2304701,2227264,2267624,2397386,2404344,2587337,2757916,2915056,3272918,3485900,3481921,3685151
16180,"Carson City, NV (Metropolitan Statistical Area)",2,Population (persons) 1,55982,55410,55288,55552,55401,55048,55015,54922,54600,55229,55532,55967,56590,57456,58326,58686,58764,58065,58036
16180,"Carson City, NV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24421,30220,28971,29552,41039,44491,42720,41963,40792,41059,43171,42960,45721,48000,49979,55770,59320,59966,63498
16220,"Casper, WY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2814156,3276873,3402834,3964477,3430796,3782497,4130136,4721799,4976309,5546021,5723789,4930290,4978320,5305323,5109138,5066220,5338276,5967398,6382933
16220,"Casper, WY (Metropolitan Statistical Area)",2,Population (persons) 1,69922,70806,72365,73682,75238,75462,76354,78482,80976,81193,81897,80643,79179,78636,79169,80299,79635,79523,79941
16220,"Casper, WY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,40247,46280,47023,53805,45599,50125,54092,60164,61454,68307,69890,61137,62874,67467,64535,63092,67034,75040,79846
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8399775,8895053,9586753,10267033,10208669,10614984,11169841,11714235,11743881,12271547,12787985,13102490,13471795,14030906,14372331,15204364,16399082,16947196,17490537
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",2,Population (persons) 1,247265,249524,252709,255503,256896,258513,261389,262559,263632,265503,267801,269945,272701,274379,275828,276621,276009,275631,275668
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33971,35648,37936,40184,39739,41062,42733,44616,44546,46220,47752,48538,49401,51137,52106,54965,59415,61485,63448
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4557472,4868264,5186350,5357293,5258845,5442670,5744648,5831851,5940588,6203864,6379568,6487839,6763142,7114690,7387952,7967687,8579984,8806765,9215483
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",2,Population (persons) 1,138927,142421,144840,147032,148662,149931,150982,151578,152090,152796,153269,154102,154921,155160,155765,155949,156573,156951,157854
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32805,34182,35807,36436,35375,36301,38049,38474,39060,40602,41623,42101,43655,45854,47430,51092,54799,56112,58380
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6396893,6711080,7130784,7611194,8041306,8348115,8709116,8849869,9268700,9538636,9833877,9751561,9879287,10092530,10425368,11291953,12294683,12619096,13270386
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",2,Population (persons) 1,207308,210526,213285,214286,216742,218186,219510,220459,221890,223079,224157,224835,224663,223857,222950,222335,223362,222844,222358
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30857,31878,33433,35519,37101,38261,39675,40143,41772,42759,43870,43372,43974,45085,46761,50788,55044,56627,59680
16620,"Charleston, WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8362662,8864239,9200850,9805413,9828748,10041269,10561934,10744069,10549852,10796410,10883311,10751689,10948652,11440931,11682067,12245503,13039693,13368694,14060672
16620,"Charleston, WV (Metropolitan Statistical Area)",2,Population (persons) 1,279823,278691,278207,277793,278370,277914,277322,277604,276723,275303,272947,270663,267100,263394,260795,258068,255300,252129,250458
16620,"Charleston, WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29886,31807,33072,35298,35308,36131,38085,38703,38124,39216,39873,39724,40991,43437,44794,47451,51076,53023,56140
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19460128,21130658,22882685,23571834,22955625,24632081,26828092,29301754,29022028,31340654,33667886,35523246,37621109,39612251,43059191,45544876,50438305,53613213,58173518
